os,alg,pc,se,cn,m,cs,hackathons,certificaions_app development,certificaions_full stack,certificaions_hadoop,certificaions_information security,certificaions_machine learning,certificaions_python,certificaions_shell programming,interest_Analyst,interest_Cloud Computation,interest_Cloud Computing,interest_Data Engineer,interest_Hacking,interest_Management,interest_Networks,interest_Programming,interest_Security,interest_Software Engineer,interest_System Developer,interest_Testing,interest_Web Developer,leadership_No,leadership_Yes,team_No,team_Yes,Intro/Extro_Extrovert,Intro/Extro_Introvert,SelfCapabilities_No,SelfCapabilities_Yes,Management/Technical_Management,Management/Technical_Technical,Job_Business Intelligence Analyst,Job_Database Administrator,Job_Project Manager,Job_Security Administrator,Job_Software Developer,Job_Technical Support
0.6093484,-1.16304512,1.393958907,-0.065238044,1.532251088,0.772184216,-2.027955364,1.036602843,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
0.134770955,0.056122342,1.463275611,-1.008178999,1.118808311,0.910359652,-1.739815075,1.627080291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
1.219519401,-0.621192914,0.562158465,-0.334649745,1.463343959,1.117622807,-2.099990436,1.036602843,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
-1.085571047,1.072095227,-0.13100857,0.877702912,-0.05261289,0.703096497,1.213622885,-0.144352053,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
-0.949977491,0.801169124,-0.754858901,1.214467539,-0.12152002,0.772184216,-0.155043487,-0.734829502,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
0.202567733,1.546215907,1.2553255,0.338879509,0.429737016,-0.955008742,-1.019464353,1.627080291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
-1.356758159,0.327048445,-0.962809011,0.742997061,-1.49966261,1.048535089,0.781412451,-0.144352053,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
-1.62794527,1.34302133,0.700791872,1.214467539,-0.190427149,-1.369535051,-1.955920292,1.036602843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1.490706513,0.597974547,0.354208355,-1.816414104,-0.190427149,-1.576798206,0.853447524,-1.32530695,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0.812738734,-0.417998337,-0.408275384,-1.344943626,0.912086923,-0.19504384,0.709377379,-1.32530695,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.405958066,-1.637165799,1.04737539,-1.816414104,0.774272664,1.117622807,-1.739815075,0.446125395,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
0.880535512,0.191585393,0.423525058,-1.816414104,-0.259334279,0.012219314,1.06955274,-0.734829502,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
-0.204212935,-1.704897325,-0.893492308,1.483879241,-0.259334279,-1.645885925,0.349202018,-0.734829502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
0.880535512,0.191585393,1.116692093,-0.334649745,1.118808311,0.979447371,-0.947429281,1.036602843,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
-0.000822601,1.207558278,1.740542425,0.47358536,-1.637476869,-1.507710488,-0.155043487,1.627080291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
-1.424554937,0.665706073,0.908741983,1.34917339,0.016294239,-0.60957015,-1.091499425,1.036602843,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
-0.33980649,-0.553461389,-0.893492308,0.271526584,-0.466055667,0.288570188,0.637342307,0.446125395,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
-1.424554937,1.207558278,0.839425279,0.742997061,-1.637476869,0.288570188,-1.163534498,1.036602843,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0.066974177,1.275289804,1.532592314,1.34917339,-0.397148538,-0.816833305,-0.947429281,1.036602843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0.880535512,-1.027582068,1.671225721,0.069467807,0.912086923,0.634008779,-0.515218848,1.627080291,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
1.355112957,-0.553461389,0.076941541,-1.412296552,1.670065347,-0.678657869,-0.155043487,-1.32530695,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
-0.068619379,1.207558278,0.423525058,1.079761688,-1.361848351,1.739412272,1.06955274,-0.734829502,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
-0.000822601,0.191585393,-0.893492308,0.136820733,-0.603869926,-0.402306995,1.357693029,0.446125395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
-1.492351715,1.410752855,0.978058686,1.34917339,-0.328241408,-0.402306995,-2.099990436,1.627080291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0.6093484,-0.959850543,1.601909018,-1.412296552,1.670065347,1.39397368,-0.875394209,0.446125395,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
0.94833229,-0.621192914,0.700791872,-0.26729682,1.738972477,1.463061399,-1.595744931,1.036602843,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0
-0.204212935,-0.621192914,-0.408275384,1.34917339,-0.397148538,0.426745624,0.637342307,-0.144352053,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
0.202567733,-0.011609183,1.324642204,-1.210237776,0.774272664,1.39397368,-1.451674786,1.627080291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0
0.134770955,1.139826753,-1.378709232,-0.604061447,0.154108498,-1.576798206,1.285657957,-1.32530695,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0.812738734,-0.417998337,-0.061691866,-0.940826074,0.980994052,-1.43862277,1.213622885,-1.32530695,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
-1.424554937,0.733437599,-0.200325273,1.079761688,-0.190427149,0.564921061,1.357693029,-0.144352053,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
0.677145178,-0.350266812,0.631475169,-1.277590701,0.567551275,0.841271934,-1.739815075,1.036602843,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
1.151722623,1.410752855,0.007624837,-0.806120223,-1.49966261,-1.231359615,1.213622885,-0.734829502,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
-0.610993602,1.34302133,0.631475169,0.271526584,-1.637476869,-0.955008742,-1.163534498,1.036602843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
-1.288961381,0.936632176,-0.616225494,0.877702912,-1.086219833,1.80849999,1.06955274,-0.734829502,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
-0.543196824,0.936632176,1.601909018,0.136820733,-1.568569739,-1.507710488,-0.155043487,1.036602843,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0.405958066,1.207558278,-0.477592087,-0.604061447,-0.879498444,0.288570188,0.997517668,-0.144352053,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0.338161289,-1.569434274,0.354208355,-1.075531925,0.843179793,-1.369535051,0.925482596,-0.734829502,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
-0.475400046,0.86890065,1.04737539,0.338879509,-0.328241408,0.150394751,-1.955920292,1.036602843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0.541551622,-0.959850543,1.116692093,-0.738767298,0.912086923,0.426745624,-1.091499425,1.627080291,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
0.405958066,-1.230776645,0.423525058,-1.344943626,1.601158218,1.532149117,-0.083008415,1.036602843,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0
0.134770955,-0.959850543,0.423525058,-0.26729682,0.567551275,1.80849999,-1.019464353,1.036602843,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
-0.67879038,1.072095227,0.215574948,1.281820465,-1.568569739,1.39397368,0.205131874,-1.32530695,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
0.473754844,-0.68892444,0.770108576,-1.88376703,0.980994052,0.426745624,-1.811850147,0.446125395,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
0.744941956,-1.16304512,1.393958907,-1.075531925,0.843179793,0.564921061,-0.875394209,1.036602843,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0
0.677145178,-0.011609183,0.146258244,-1.816414104,1.187715441,-1.02409646,0.42123709,-1.32530695,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
-0.068619379,1.004363701,1.809859128,0.742997061,-0.879498444,-0.678657869,-0.659288992,1.627080291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1.151722623,1.478484381,-0.408275384,-1.344943626,-1.637476869,-1.300447333,0.349202018,-0.734829502,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
-0.610993602,0.39477997,0.492841762,1.079761688,-0.603869926,1.532149117,0.42123709,-0.144352053,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
-1.62794527,0.056122342,-0.54690879,1.214467539,0.291922757,-1.300447333,0.06106173,-0.144352053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
1.016129067,-1.569434274,0.492841762,-1.816414104,1.394436829,-1.162271897,0.565307235,-0.734829502,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
-1.085571047,0.597974547,-1.448025936,0.675644136,0.154108498,1.255798244,1.06955274,-0.734829502,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
-0.814383936,-0.621192914,-1.448025936,0.136820733,-0.603869926,-1.093184178,0.853447524,-0.734829502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
1.151722623,0.123853868,-0.962809011,-0.671414372,0.705365534,-0.816833305,-0.083008415,-0.734829502,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.541551622,-0.68892444,-0.269641977,0.136820733,1.601158218,-0.333219277,0.493272163,-0.734829502,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
-1.153367825,0.327048445,0.423525058,1.281820465,-0.259334279,0.150394751,-0.803359137,1.036602843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0.134770955,0.191585393,-0.962809011,-1.210237776,0.429737016,-0.885921023,1.357693029,-1.32530695,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1.287316179,1.275289804,-0.269641977,-1.008178999,-0.12152002,-0.19504384,0.997517668,-0.144352053,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
-0.000822601,0.39477997,-0.200325273,0.877702912,0.085201369,1.739412272,1.213622885,-0.734829502,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
-0.407603268,0.327048445,-1.655976046,0.877702912,-0.810591315,0.564921061,1.357693029,-0.144352053,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
0.270364511,1.410752855,-0.33895868,-0.26729682,-0.397148538,-1.507710488,0.133096802,-1.32530695,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0.880535512,0.191585393,1.2553255,-1.075531925,0.636458405,1.877587708,-1.595744931,1.036602843,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
-1.763538826,1.139826753,1.671225721,0.47358536,-0.741684185,-0.402306995,-1.019464353,1.627080291,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0.812738734,-0.553461389,1.116692093,-0.132590969,0.843179793,0.426745624,-1.163534498,1.627080291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
-0.746587158,0.39477997,-0.616225494,1.281820465,0.154108498,1.39397368,0.205131874,-1.32530695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
-0.746587158,-0.553461389,-1.101442418,0.406232434,-1.017312703,-0.056868404,-0.155043487,-0.144352053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
0.6093484,-0.68892444,0.562158465,-0.738767298,0.980994052,1.670324554,-0.803359137,1.036602843,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
0.744941956,-0.417998337,0.839425279,-0.806120223,0.705365534,0.495833343,-1.23556957,1.627080291,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
1.558503291,1.410752855,-1.655976046,0.002114882,-0.534962797,-1.645885925,1.285657957,-1.32530695,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1.083925845,-1.908091902,0.908741983,-1.88376703,0.774272664,0.841271934,-0.443183776,0.446125395,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0
-0.068619379,1.139826753,0.908741983,0.47358536,0.085201369,-1.507710488,-1.451674786,1.627080291,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0.812738734,0.191585393,-1.378709232,-0.26729682,0.223015628,-0.885921023,0.853447524,-1.32530695,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1.219519401,1.207558278,-0.477592087,-0.199943894,-0.534962797,-0.264131559,0.42123709,-0.144352053,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0.677145178,0.530243022,-1.655976046,-0.402002671,-1.49966261,-0.264131559,1.06955274,0.446125395,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0.94833229,0.665706073,-1.101442418,0.002114882,-0.948405574,-0.402306995,1.285657957,-1.32530695,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0.744941956,0.123853868,0.423525058,-1.210237776,0.636458405,1.601236835,-2.172025508,1.036602843,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
0.744941956,0.056122342,0.423525058,-0.940826074,1.3255297,0.288570188,0.709377379,-1.32530695,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
-1.695742048,1.207558278,0.978058686,1.483879241,-0.879498444,-1.300447333,-0.803359137,1.036602843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0.744941956,-0.756655966,1.740542425,-0.199943894,1.049901182,1.670324554,-2.099990436,1.627080291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
-0.475400046,0.259316919,0.770108576,0.810349987,0.291922757,-1.300447333,-1.88388522,1.627080291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0.202567733,1.275289804,-0.13100857,0.271526584,0.016294239,1.532149117,-0.155043487,-0.144352053,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
0.473754844,0.259316919,-1.448025936,-0.806120223,-1.637476869,-1.231359615,0.565307235,-1.32530695,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1.490706513,-1.298508171,-1.240075825,0.002114882,0.912086923,0.495833343,0.709377379,-0.734829502,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.202567733,-1.569434274,-0.200325273,1.483879241,-1.49966261,-1.162271897,1.141587812,-0.144352053,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
-0.136416157,0.597974547,-0.200325273,1.34917339,0.360829887,1.670324554,0.709377379,-0.734829502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
-0.068619379,-1.772628851,-0.54690879,1.34917339,-0.603869926,-0.885921023,1.213622885,-0.144352053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
1.287316179,0.327048445,-1.170759122,0.136820733,-0.12152002,-1.43862277,1.06955274,0.446125395,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
-0.000822601,0.597974547,-0.616225494,0.540938285,0.085201369,0.564921061,1.357693029,-1.32530695,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
-0.475400046,-0.350266812,-1.378709232,0.204173658,-0.466055667,-1.507710488,0.42123709,0.446125395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
1.422909735,-1.16304512,1.116692093,-1.075531925,1.532251088,1.324885962,-2.099990436,1.036602843,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0
0.812738734,-1.433971222,1.532592314,-0.940826074,1.049901182,1.255798244,-2.027955364,0.446125395,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
0.812738734,1.546215907,0.146258244,-1.479649477,0.085201369,-1.645885925,0.925482596,-0.144352053,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
-1.424554937,1.004363701,1.809859128,1.147114614,-0.534962797,-0.264131559,-0.659288992,1.036602843,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
-1.560148492,-0.147072235,0.284891651,0.608291211,-0.534962797,-1.645885925,1.141587812,0.446125395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
0.812738734,-1.908091902,-0.893492308,-0.132590969,0.498644146,-0.056868404,-0.010973343,-0.734829502,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.134770955,-0.485729863,1.671225721,-0.738767298,0.498644146,1.463061399,-1.667780003,0.446125395,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
-0.407603268,0.733437599,0.146258244,1.281820465,-1.292941221,0.910359652,1.06955274,-1.32530695,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
0.744941956,-1.501702748,1.809859128,-0.132590969,1.670065347,1.670324554,-0.515218848,1.627080291,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
0.270364511,-0.011609183,0.423525058,-0.738767298,1.876786736,1.39397368,-2.027955364,0.446125395,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
1.219519401,-1.298508171,-0.13100857,-0.806120223,1.394436829,-0.471394714,0.565307235,-1.32530695,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.405958066,-0.892119017,-0.616225494,-1.075531925,1.463343959,-1.507710488,0.853447524,-1.32530695,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
-0.610993602,0.665706073,-0.962809011,1.281820465,-1.292941221,0.495833343,0.349202018,-0.144352053,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
-1.153367825,1.410752855,-0.200325273,1.079761688,-1.224034092,1.117622807,-0.083008415,-1.32530695,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
0.6093484,-0.485729863,-0.061691866,-1.749061179,1.738972477,-0.333219277,1.06955274,-1.32530695,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
1.151722623,-1.095313594,1.116692093,-0.940826074,1.532251088,1.186710525,-0.227078559,0.446125395,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0
1.490706513,-1.637165799,1.2553255,-0.065238044,1.532251088,0.703096497,-1.595744931,1.627080291,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0
1.151722623,1.072095227,0.007624837,-1.344943626,-0.741684185,-1.645885925,0.781412451,0.446125395,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1.490706513,-0.079340709,-0.824175604,-0.671414372,1.532251088,-0.471394714,-0.010973343,-0.734829502,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
1.151722623,-0.011609183,1.186008797,-0.940826074,1.049901182,1.048535089,-1.595744931,1.036602843,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0
-0.746587158,0.39477997,0.215574948,1.147114614,-1.568569739,1.186710525,0.133096802,-0.734829502,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
